transcript_id,mi_quality,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,main_therapist_behaviour,client_talk_type,client utterance
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,20,therapist,00:02:00,"Well things like heart disease, cancer, liver problems, uh, stomach pains, insomnia. Unfortunately, uh, people who drink at a risky level are more likely to be diagnosed with depression and alcohol can make depression worse or harder to treat.",therapist_input,,Yes. What-what kind of health problems?
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,22,therapist,00:02:23,"Well, how do you think your drinking relates to the depression you've experienced?",question,,"Hmm. Well, that's not good news."
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,24,therapist,00:02:37,Okay. And how do you feel after you drink?,question,,"Well, to be honest, I drink sometimes when I'm feeling down and I find it more interesting and not so blur."
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,26,therapist,00:02:43,"So, there are some answers on this form here. Uh, less than monthly you drank more than you intended to.",therapist_input,,"Well, then I feel blur again."
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,28,therapist,00:02:56,And sometimes you feel guilty after you drink.,therapist_input,,Yes on occasion.
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,30,therapist,00:03:05,So you're not proud of finishing a bottle?,question,,Sometimes I just don't like how much I drink. I sometimes finish a bottle in one night.
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,32,therapist,00:03:14,"Right. By the way, binge drinking is defined for women as having more than, uh, three drinks and there are about five drinks in a bottle. So, you enjoy drinking wine because it helps make things, uh, a little bit more interesting when you're feeling down but at the same time you don't like drinking when you have more than you want it to and then the depression returns after you drink.",reflection,,"No, it's not like I get crazy or anything but I just don't like the amount that I'm drinking."
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,34,therapist,00:03:44,Where do you wanna go from here? What do you wanna change about your drinking habits?,question,,"Mm-hmm. Yes, sometimes I feel worse after drinking."
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,36,therapist,00:04:06,"If I gave you a scale from 0 to 10, 0 being not ready at all to cut back on drinking and 10 being very ready, what number would you be at?",question,,"Well, I don't think that I'm ready to cut down to seven drinks a week. That seems like a lot but I would consider cutting back to two drinks a night. I think that would be my goal."
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,38,therapist,00:04:20,Okay. Why do you think it's not something less like a six?,question,,I'd say an eight.
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,40,therapist,00:04:34,What would help you cut back to two drinks?,question,,"Well, I'm more ready than a six because I'm ready to cut back on my drinking and I don't wanna make my depression any worse."
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,42,therapist,00:04:41,Having less wine in the house will help?,reflection,,Maybe having less wine in the house.
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,44,therapist,00:04:47,What else besides drinking helps you relax and unwind in the evenings?,question,,Yes.
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,46,therapist,00:05:02,"So, it's not just wine that helps you relax. Um, there's reading a book, watching a movie, and taking a hot bath too.",reflection,,"Well, I like to watch movies, read a book, and take a bath but sometimes I drink when I take a bath."
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,48,therapist,00:05:12,"Okay. So, it sounds like you have some reasons to cut back on drinking and you have ways to relax besides drinking and it sounds like you're pretty ready to cut back.",therapist_input,,Mm-hmm. Yes.
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,50,therapist,00:05:26,Great. I'd be interested to see how well you do on your goal in the next few weeks. Would you be willing to come back and talk to me about it?,question,,Yes.
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,52,therapist,00:05:35,"Great. So, let's see how well you're doing with these new meds.",other,,Sure.
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,0,therapist,00:00:11,"And before you leave, uh, is it okay if we go over this screening form that you filled out today on your alcohol use?",question,,Okay.
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,2,therapist,00:00:18,"Okay. Uh, thanks for filling this out. Uh, looks like you use alcohol two to three days a week?",reflection,,Sure.
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,4,therapist,00:00:27,"Okay. And then when you do drink alcohol, you typically have five or six drinks.",reflection,,"Yeah, but only on the weekend."
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,6,therapist,00:00:35,"Okay. Well, the reason why I like to talk to patients when they fill out this form is because sometimes, uh, alcohol use can impact our health. Um, and my role is to be helpful. I can share some information with you about alcohol use, um, but I don't tell anyone what to do. It's always up to the patient to decide what they wanna do about their drinking. Um, so is it okay if we talk a little bit more about your alcohol use?",question,,"Yeah. Uh, maybe a couple more."
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,8,therapist,00:01:01,How would you define drinking too much?,question,,"So, uh, are you saying I drink too much?"
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,10,therapist,00:01:16,"Mm-hmm. Well, in this country, the guidelines are men can drink up to 14 drinks a week or up to four on one occasion and still be low risk.",therapist_input,,"Well, I-- If-if I was getting fallen down drunk or if I drink every night. Um, it's not like I get sloppy drunk or anything."
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,12,therapist,00:01:34,So a limit of four a night doesn't feel right to you?,reflection,,So I'm already at the week limit. And then I have four beers a night. Are you sure?
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,14,therapist,00:01:42,"You're not alone in feeling that way. Uh, binge drinking can feel normal to some people.",reflection,,I have five or six beers when I go out with friends to a bar. It's not a problem for me.
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,16,therapist,00:01:52,Why is that?,question,,"Well, I don't consider my drinking binge drinking."
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,18,therapist,00:01:59,"Mm-hmm. Well, technically, we define binge drinking as having more than four drinks on one occasion.",therapist_input,,I don't chug a lot of beers in a row. I have about five or six beers throughout the entire evening.
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,20,therapist,00:02:11,"Well, uh, we know if someone binge drinks over time, there's kind of two categories of risk. There's the short-term risk where someone who binge drinks is more likely to fall down, hurt themselves through an accident, uh, they're more likely to drive while under the influence. Uh, but over the long term, binge drinking can also, uh, cause things like heart disease, uh, different kinds of cancer, liver problems obviously, and then even mental health issues like depression and anxiety are more likely to happen.",therapist_input,,But I'm healthy. What health problems are you talking about?
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,22,therapist,00:02:45,"Can I ask you, uh, what do you like about drinking alcohol?",question,,"Well, I didn't know about those things."
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,24,therapist,00:03:01,And so what about your drinking do you not like or is there anything that worries you about your drinking?,question,,"Well, I-I like beer. I like the way it tastes, I like the way it makes me feel. Uh, like when I'm around friends and it's not a problem for me."
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,26,therapist,00:03:15,"So, on one hand, you like how beer tastes, uh, it's part of your social life to some extent, um, but on the other hand, you don't like the idea of it posing risks to your health over the long term?",reflection,,"Well, that was fine until I came here, uh, but now that I know about the health risk, uh, I have something I gotta think about."
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,28,therapist,00:03:27,"So weighing those things, you know, what you like about your drinking, what you don't like about your drinking, uh, where do you wanna go from here? Uh, what would you like to change about your drinking?",question,,E-exactly.
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,30,therapist,00:03:41,"Well, how about hypothetically if I were to ask you, how would your drinking have to impact your life in order for you to be ready to change your drinking?",question,,"Hmm, I'm not sure. Uh, something I have to think about."
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,32,therapist,00:03:56,"So if you experienced a negative consequence from your drinking, uh, that would feel meaningful to you?",reflection,,"Uh, I don't know. Maybe if I got sick or something, uh, maybe I'd wanna change things then."
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,34,therapist,00:04:02,"Okay. Well, I like to give this handout to patients. Uh, it defines risky drinking, it talks about what the consequences are, uh, and it also lists signs of what an alcohol use disorder is. So thanks again for taking the time to fill this out and being honest with me, uh, to talk about it. I provide better care, uh, when I know about my patient's substance use. When we come back for a three-month follow-up appointment for your ADHD, I'd also like to talk to you and check in about your alcohol use too, if that's okay with you.",therapist_input,,Yeah.
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,36,therapist,00:04:35,"Okay, great. See you next time.",therapist_input,,Sounds good.
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,0,therapist,00:00:39,"Hi, John. Nice to see you again. So, tell me, how are things going?",question,, 
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,2,therapist,00:00:52,"Well, I appreciate you bringing your weight to the forefront. Do you mind if we explore this issue further?",question,,"Well, doc, I know you told me that I need to lose weight. And even though the scale didn't show today, I was able to lose about 5 pounds, but then I gained it right back."
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,4,therapist,00:01:00,"All right. Uh, well, it sounds like you've been struggling with your weight recently. And I understand how difficult it is to lose the weight and then have it come back again. So, tell me what you did to lose that initial 5 pounds.",reflection,,"No, by all means. I know we have to discuss it."
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,6,therapist,00:01:29,But you did have some success. Tell me how you felt when you lost the weight.,reflection,,"I started watching what I ate and I ate less. I've been eating more fruits and vegetables. I've also been walking a lot. I'm walking up to 20 minutes a day now. I saw the weight come slowly off, um, and I felt better. But then when I watched it come back on again, you know, I gave up."
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,8,therapist,00:01:38,"Okay. Well, it sounds like you realized that when you lost the weight you feel better and that it's gonna affect your overall health. So, tell me what you think changed that caused you to gain the weight back.",reflection,,I felt great and I felt really proud of myself. I thought that this was something that I could do.
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,10,therapist,00:01:54,And how many servings of fruits and vegetables on average per day would you have?,question,,"Well, I think it's because I've been eating more fruits and vegetables, that- that's it."
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,12,therapist,00:02:16,"John, it's very important that you recognize that some fruits, but especially fruit juice can contain a huge amount of calories. Did you know that a glass of orange juice has almost as many calories as a can of cola?",therapist_input,,"To be honest, I have four or five -- four to six glasses of orange juice a day. Um, I have fruit for lunch and breakfast. I have, uh, usually one to two servings of a vegetable like lettuce or broccoli with thinner."
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,14,therapist,00:02:35,"You're absolutely right, but keep in mind that the food pyramid is to be used as a guideline only. When it comes to nutrition, we have to have a more personalized approach. So I have a hunch, and that is the excess fruit that you were consuming probably caused your weight rebound. What's your impression?",therapist_input,,"No, I didn't know. Um, but doesn't the fruit- food pyramid classify, um, fruit juice as a- a serving?"
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,16,therapist,00:03:00,"Indeed. Let me ask you something, knowing what you know now, how important is it to you to lose the weight by decreasing the amount of juice that you're currently taking in?",question,,"Well, this changes quite a bit. I mean, here I'm thinking that my fruit intake is making me healthier and actually it's making me fatter."
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,18,therapist,00:03:15,"Oh, I understand. Let me ask you this, on a scale from 0 to 10, 0 meaning that there's no way you can do it, and 10 meaning that you're 100% confident that you can do it, how confident are you that you'll be able to reduce the amount of juice you're currently taking in.",therapist_input,,"Obviously, I need to cut back on the fruit juice. But boy, do I love that OJ."
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,20,therapist,00:03:33,"All right. So, you're not a zero. So, that tells me that you've got some confidence that this is doable, this is something you certainly can do it. Why are you not a zero?",question,,"Um, six or seven."
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,22,therapist,00:03:45,"So, you realize, again, that if you decrease the amount of juice you're taking in, you're gonna decrease your weight, you're gonna feel better, and you're gonna impact your po- health positively?",reflection,,I guess it's because I know that I need to do it to lose the weight.
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,24,therapist,00:03:57,"But you're also not a 10, and that tells me that there may be some obstacles to your success. What would it take for you to be a 10 or even an 8 or 9?",question,,Yes.
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,26,therapist,00:04:17,"Okay. Now, if the juice was still there, can you think of anything else you could do?",question,,"Getting the fruit juice of the house because I know if it's there I'll drink it. My wife does the shopping for us, so maybe if I ask her not to get the juice, that would solve it."
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,28,therapist,00:04:31,"Excellent. John, I get the impression that you want to stay in course with weight reduction. And the best way to do this will be to decrease the amount of juice that you're currently taking in. So if I saw you in two weeks and I asked you how much juice you're t- drinking and how you did it, what would you tell me?",reflection,,"I suppose I could replace it with, um, a low-calorie drink or drink more water."
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,30,therapist,00:04:59,"Excellent. Well, it sounds like you have a plan. Same scale, 0 to 10, how confident are you that you can, uh, make this happen?",question,,"I'd say I didn't have any and I substituted it with, um, sugar-free drinks."
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,32,therapist,00:05:11,"I agree. All right. Well, you-you know what? I'm not gonna start any medications today. Your levels were a little bit off, but I think we can handle this from a purely lifestyle standpoint. What do you think?",therapist_input,,A 10.
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,34,therapist,00:05:24,Excellent. I'll see you in two weeks.,therapist_input,,Great. It sounds good to me.
3,high,How to Do Motivational Interviewing (MI) Role Play -1,https://www.youtube.com/watch?v=wcu8oqHIsbc,problem recognition,1,therapist,00:00:23,"Okay, and so what I'm hearing is that you don't feel like your health is concerning you right now, or anything like that?",reflection,,"Well see, my-my wife's been getting on me a lot lately about trying to improve my health habits, and I really don't see what the big problem is. I mean, I've been working real hard. Sometimes I can't come home for dinner, so I'm having to go out to eat at Applebee's or something like that, so-- but she seems to have a bigger problem, I really don't see what the big deal is."
3,high,How to Do Motivational Interviewing (MI) Role Play -1,https://www.youtube.com/watch?v=wcu8oqHIsbc,problem recognition,3,therapist,00:00:31,Okay.,other,,I-I-I feel fine.
3,high,How to Do Motivational Interviewing (MI) Role Play -1,https://www.youtube.com/watch?v=wcu8oqHIsbc,problem recognition,5,therapist,00:00:41,"Okay. Have you noticed putting on any weight, or anything like--?",question,,"I mean, my-my work is really man-manual labor-intensive so I'm usually working out in-in the hot sun the majority of the day, so I'm usually sweating out any like bad things I put in my system, so—"
3,high,How to Do Motivational Interviewing (MI) Role Play -1,https://www.youtube.com/watch?v=wcu8oqHIsbc,problem recognition,7,therapist,00:00:49,Okay. Okay. And how about going to see the doctor? Have you gone to-- for a visit or anything recently?,question,,"Well, a little bit, but nothing too-- you know. I'm not blo- I'm not bloated or anything."
3,high,How to Do Motivational Interviewing (MI) Role Play -1,https://www.youtube.com/watch?v=wcu8oqHIsbc,problem recognition,9,therapist,00:00:59,Okay. But you feel that you feel good?,question,,"Well, yeah, I've been to the doctor about maybe last year for a physical, but-- I mean, everything showed up to be fine, so—"
3,high,How to Do Motivational Interviewing (MI) Role Play -1,https://www.youtube.com/watch?v=wcu8oqHIsbc,problem recognition,11,therapist,00:01:02,"Okay. Um, and so what I hear is that you're-- you feel like your wife might be, uh, overreacting to this?",reflection,,Yeah.
3,high,How to Do Motivational Interviewing (MI) Role Play -1,https://www.youtube.com/watch?v=wcu8oqHIsbc,problem recognition,13,therapist,00:01:22,"Sure. Sure. Okay. Um, and so one thing I'd just like to do is maybe give you some information on, um, maybe obesity or diabetes if you're interested or open to that. If you're, you know--?",question,,"Well, I mean, not really overreacting. I know that she loves me and I know she-she wants me, uh, you know, live a long time and be healthy, but just sometimes, especially if you work a hard job, like kinda going out to eat at these places kinda makes you feel a little bit better about your situation."
3,high,How to Do Motivational Interviewing (MI) Role Play -1,https://www.youtube.com/watch?v=wcu8oqHIsbc,problem recognition,15,therapist,00:01:34,Okay. Good.,other,,Sure. [unintelligible 00:01:33]
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,0,therapist,00:00:08,"Hi, Emily.",other,, 
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,2,therapist,00:00:09,It's been a while.,other,,Hi.
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,4,therapist,00:00:12,This is something new.,reflection,,"Yeah, it's been a while."
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,6,therapist,00:00:15,You got your lip pierced. How long ago did you get that done?,question,,"Oh, oh, yeah, the—Yeah"
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,8,therapist,00:00:20,Hmm.,other,,About a month.
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,10,therapist,00:00:21,What made you decide to get-get a lip piercing?,question,,Yeah.
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,12,therapist,00:00:33,Hmm.,other,,"Um, I don't know. I just felt like something different. I was getting bored and, I don't know, it's kind of nice to stand out a bit, I guess."
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,14,therapist,00:00:34,"Yeah, and it looks nice.",other,,"Yeah, change."
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,16,therapist,00:00:37,"Um, I guess, you know, as your dentist, I have- I have a couple of concerns about lip piercings, oral piercings. I wonder what have you heard about how having an oral piercing can affect your-your teeth or your gums?",question,,Thanks.
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,18,therapist,00:01:02,Mm-hmm.,other,,"I don't actually, really. I-I mean, I'm sure that it might push on my gums or teeth, but I don't know how much it will impact that much. I've pretty good teeth. I don't know."
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,20,therapist,00:01:03,You do. you have beautiful teeth as I always tell you-,other,,I don't really know [unintelligible 00:01:04]
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,22,therapist,00:01:06,-every time you come in.,other,,[laughs] Thanks.
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,24,therapist,00:01:08,"Um, I mean I have had some patients with oral piercings and they can erode some of the gum right, um, just right there at the front.",therapist_input,,Yeah.
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,26,therapist,00:01:19,"Um, so that's one-one thing, and the other is, um, I do see fair amount of chipped teeth-",therapist_input,,Mm-hmm.
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,28,therapist,00:01:26,-just from contact with it. I wonder what are your thoughts about that?,question,,"Oh, yeah."
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,30,therapist,00:01:40,"Yes, flossing.",reflection,,"Well, I definitely don't want it mess with my teeth. I know I kinda already have low gums to begin with, like you've been telling me for a while, and I have to flo-floss, which I-"
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,32,therapist,00:01:51,There's nothing yet.,reflection,,"Um, which I'm not doing but, um, yeah, I guess, I don't really wanna wreck my teeth 'cause-- Yeah, I didn't really notice any of the chipping."
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,34,therapist,00:01:53,"Yeah. There's certainly been-- There's no problems and you, as you said, only have had it for a short time.",reflection,,I guess I'm not paying attention to it.
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,36,therapist,00:01:59,"Um, what would- what would make you decide, ""This is something that's not right for me?""",question,,Mm-hmm.
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,38,therapist,00:02:10,Mm-hmm.,other,,"I don't know, I guess if I started to see that it was actually causing a problem, then I might."
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,40,therapist,00:02:13,Mm-hmm.,other,,"But for now-- I mean, I just got and-"
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,42,therapist,00:02:16,I guess that it does.,other,,-and it looks pretty cool.
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,44,therapist,00:02:18,"Yeah, it looks nice. So, you want to monitor it and-and-",therapist_input,,"Yeah, I kinda-- Yeah."
4,high,Motivational Interviewing in Dental Practice Emily's Oral Piercing,https://www.youtube.com/watch?v=HMS6acj3Fjw,better oral health,46,therapist,00:02:21,-really watch-,therapist_input,,Yeah.
